日付,ユーザー,ギフト名,合計コイン数
2025-10-14,Love the most🤟(พี่ลัก),Heart Me,1
2025-10-14,👑Jøü Rî👑,Heart Me,1
2025-10-14,@SusterNgesot,Heart Me,1
2025-10-14,💫🇵 🇦 🇰 ⚡🇯  🇦 🇾 💫,Heart Me,1
2025-10-14,Cah Ganteng 🌈,Heart Me,1
2025-10-14,Jhimy Abanto,Heart Me,1
2025-10-14,thảo linh,Rose,1
2025-10-14,زيتوني يحي,Heart Me,1
2025-10-14,gulnar12345,Heart Me,1
2025-10-14,🎙️陳凌🦁DAW¹³¹⁴⁸⁸⁸,Heart Me,1
2025-10-14,scorpion 🦂,Heart Me,1
2025-10-14,birdymantu,Heart Me,1
