日時,ユーザー名,イベント種別,内容
2025-11-19 10:40:16,︎︎𝚁𝙾𝚂𝙴𝙻𝙸𝙰,gift,Heart Me x1 (1coin)
2025-11-19 10:40:28,︎︎𝚁𝙾𝚂𝙴𝙻𝙸𝙰,comment,れいさんおはよう☀️
