日時,ユーザー名,イベント種別,内容
2025-11-12 20:37:35,とと,gift,Heart Me x1 (1coin)
2025-11-12 20:39:01,とと,comment,推し居ないんで笑
2025-11-12 20:45:54,とと,comment,ないですね
2025-11-12 20:57:13,とと,comment,あ、えー…今日はガストのお弁当でした…
2025-11-12 20:57:58,とと,comment,平日限定価格で一番お手頃のから揚げ弁当です
2025-11-12 20:58:15,とと,comment,550円
2025-11-12 20:59:33,とと,comment,知らんがな笑
2025-11-12 21:02:07,とと,comment,また来ます〜
2025-11-12 21:02:20,とと,gift,Judy Pose x1 (299coin)
