日付,ユーザー,ギフト名,合計コイン数
2025-10-14,🐥メダカ🐥,Rose,2
2025-10-14,Bang_RN2,Heart Me,1
2025-10-14,小花衣ノノ🎀🧩,Heart Me,1
2025-10-14,小花衣ノノ🎀🧩,Rose,1
2025-10-14,erika,Heart Me,1
2025-10-14,小花衣ノノ🎀🧩,Rose,1
